listing_link,listing_image,listing_price,listing_property_type,listing_location,listing_rooms,listing_size
https://www.tecnocasa.tn/vendre/terrain/mahdia/rejiche/56937.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",245 000 DT,Terrain habitation ind. en vente,Rejiche,492 m²,492 m²
https://www.tecnocasa.tn/vendre/terrain/mahdia/rejiche/58591.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",218 400 DT,Terrain habitation ind. en vente,Rejiche,336 m²,336 m²
https://www.tecnocasa.tn/vendre/terrain/mahdia/rejiche/53099.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",241 000 DT,Terrain habitation ind. en vente,Rejiche,419 m²,419 m²
https://www.tecnocasa.tn/vendre/appartement/mahdia/baghdedi/56233.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",175 000 DT,S+2 en vente,Baghdedi,2 pièces,100 m²
https://www.tecnocasa.tn/vendre/terrain/mahdia/rejiche/50616.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",47 720 DT,Terrain agricole en vente,"Rejiche, Rejiche centre ville",317 m²,317 m²
https://www.tecnocasa.tn/vendre/terrain/mahdia/rejiche/50617.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",45 700 DT,Terrain agricole en vente,"Rejiche, Rue Rejiche",318 m²,318 m²
https://www.tecnocasa.tn/vendre/terrain/mahdia/rejiche/40479.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",227 400 DT,Terrain habitation ind. en vente,Rejiche,379 m²,379 m²
https://www.tecnocasa.tn/vendre/villa/mahdia/mahdia/63785.html,https://cdn-media.medialabtc.it/tn/agencies/mdca1/estates/63785/images/368308/gallery_media.jpeg,420 000 DT,Villa individuelle en vente,Mahdia - Mahdia Centre-ville,250 m²,250 m²
https://www.tecnocasa.tn/vendre/villa/mahdia/mahdia/60079.html,https://cdn-media.medialabtc.it/tn/agencies/mdca2/estates/60079/images/337608/gallery_media.jpeg,500 000 DT,Maison jumelée en vente,Mahdia - Cité Erraoudha,328 m²,328 m²
https://www.tecnocasa.tn/vendre/appartement/mahdia/mahdia/51271.html,https://cdn-media.medialabtc.it/tn/agencies/mdca1/estates/51271/images/256895/gallery_media.jpeg,275 000 DT,Triplex en vente,Mahdia - Zouila,3 pièces,160 m²
https://www.tecnocasa.tn/vendre/appartement/mahdia/mahdia/61301.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",260 000 DT,S+3 en vente,Mahdia - Zouila,3 pièces,110 m²
https://www.tecnocasa.tn/vendre/villa/mahdia/mahdia/61977.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",495 000 DT,Villa jumelée en vente,Mahdia - Hiboun,600 m²,600 m²
https://www.tecnocasa.tn/vendre/appartement/mahdia/mahdia/50894.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",250 000 DT,S+2 en vente,Mahdia - Hiboun,103 m²,103 m²
https://www.tecnocasa.tn/vendre/appartement/mahdia/mahdia/63669.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1 250 000 DT,Triplex en vente,Mahdia - Mahdia Centre-ville,2 pièces,305 m²
https://www.tecnocasa.tn/vendre/appartement/mahdia/mahdia/63740.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",445 000 DT,S+3 en vente,Mahdia - Zouila,3 pièces,135 m²
https://www.tecnocasa.tn/vendre/appartement/mahdia/mahdia/50053.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",300 000 DT,Triplex en vente,Mahdia - Mahdia Centre-ville,280 m²,280 m²
https://www.tecnocasa.tn/vendre/terrain/mahdia/mahdia/44172.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",900 000 DT,Terrain habitation ind. en vente,Mahdia - Zouila,1632 m²,1632 m²
https://www.tecnocasa.tn/vendre/appartement/mahdia/mahdia/42671.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",285 000 DT,S+3 en vente,Mahdia - Zouila,3 pièces,135 m²
https://www.tecnocasa.tn/vendre/terrain/mahdia/mahdia/34729.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",671 000 DT,Terrain habitation ind. en vente,Mahdia - Mahdia Centre-ville,1220 m²,1220 m²
https://www.tecnocasa.tn/vendre/appartement/mahdia/rejiche/61310.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",270 000 DT,S+2 en vente,Rejiche,2 pièces,87 m²
https://www.tecnocasa.tn/vendre/villa/mahdia/mahdia/57282.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",550 000 DT,Maison jumelée en vente,Mahdia - Mahdia Centre-ville,190 m²,190 m²
https://www.tecnocasa.tn/vendre/villa/mahdia/mahdia/57376.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",500 000 DT,Villa jumelée en vente,Mahdia - Hiboun,278 m²,278 m²
