listing_link,listing_image,listing_price,listing_property_type,listing_location,listing_rooms,listing_size
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/ennasr/62918.html,https://cdn-media.medialabtc.it/tn/agencies/arca1/estates/62918/images/360728/gallery_media.jpeg,435 000 DT,S+3 en vente,Ennasr - Ennasr 2,4 pièces,152 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/aouina/62834.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",620 000 DT,Duplex en vente,Aouina,160 m²,160 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/jardins-de-carthage/63555.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",530 000 DT,S+2 en vente,Jardins de Carthage - Les Jardins De Carthage,3 pièces,90 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/cite-el-khadra/63214.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",190 000 DT,S+2 en vente,"Cité El Khadra, Cité el khadhra - Cité El Khadhra",2 pièces,84 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/ennasr/63508.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",380 000 DT,S+3 en vente,Ennasr - Ennasr 2,4 pièces,90 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/la-soukra/59920.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",280 000 DT,S+2 en vente,La Soukra - Soukra,3 pièces,115 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/ain-zaghouan/62855.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",450 000 DT,S+2 en vente,"Ain Zaghouan, Ain zaghouan nord - Ain Zaghouane",3 pièces,118 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/el-menzah/59116.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",530 000 DT,S+4 en vente,El Menzah - Menzah 9,5 pièces,245 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/el-menzah/59497.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",475 000 DT,S+4 en vente,El Menzah - Menzah 9,4 pièces,206 m²
https://www.tecnocasa.tn/vendre/villa/grand-tunis/ariana/63692.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",300 000 DT,Villa jumelée en vente,"Ariana, Rue ali darghouth - Hedi Nouira Ariana",320 m²,320 m²
https://www.tecnocasa.tn/vendre/villa/grand-tunis/ariana/62869.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",650 000 DT,Villa jumelée en vente,"Ariana, Rue Mouldi El Horchani - Hedi Nouira Ariana",450 m²,450 m²
https://www.tecnocasa.tn/vendre/villa/grand-tunis/rades/61179.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",550 000 DT,Etage de villa en vente,"Radés, Rue du stade - Cité Mohamed Ali",3 pièces,170 m²
https://www.tecnocasa.tn/vendre/villa/grand-tunis/rades/61024.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",530 000 DT,Etage de villa en vente,"Radés, Rue du stade - Cité Mohamed Ali",150 m²,150 m²
https://www.tecnocasa.tn/vendre/villa/grand-tunis/la-marsa/62011.html,https://cdn-media.medialabtc.it/tn/agencies/tuha1/estates/62011/images/352271/gallery_media.jpeg,670 000 DT,Etage de villa en vente,La Marsa,2 pièces,398 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/borj-cedria/63612.html,https://cdn-media.medialabtc.it/tn/agencies/tuhd2/estates/63612/images/367004/gallery_media.jpeg,450 000 DT,S+3 en vente,"Borj Cédria, Résidence la baie 3",4 pièces,110 m²
https://www.tecnocasa.tn/vendre/villa/grand-tunis/la-soukra/63577.html,https://cdn-media.medialabtc.it/tn/agencies/tusk3/estates/63577/images/366868/gallery_media.jpeg,1 350 000 DT,Villa jumelée en vente,La Soukra - Soukra,240 m²,240 m²
https://www.tecnocasa.tn/vendre/terrain/grand-tunis/borj-cedria/61844.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",130 000 DT,Terrain habitation ind. en vente,"Borj Cédria, Rue Ejjahmi",238 m²,238 m²
https://www.tecnocasa.tn/vendre/terrain/grand-tunis/la-soukra/61763.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1 782 000 DT,Terrain habitation ind. en vente,La Soukra - Soukra,990 m²,990 m²
https://www.tecnocasa.tn/vendre/terrain/grand-tunis/borj-cedria/61168.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",400 000 DT,Terrain habitation ind. en vente,"Borj Cédria, Avenue de Maghreb",445 m²,445 m²
https://www.tecnocasa.tn/vendre/terrain/grand-tunis/borj-cedria/63570.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",220 000 DT,Terrain habitation ind. en vente,"Borj Cédria, Lotissement de finance",497 m²,497 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/ennasr/63504.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",178 000 DT,S+1 en vente,"Ennasr, Rue Medinat Kadhimiya",2 pièces,60 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/ennasr/63606.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",855 000 DT,S+3 en vente,Ennasr,171 m²,171 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/el-mourouj/61430.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",230 000 DT,S+3 en vente,El Mourouj - El Mourouj 5,3 pièces,115 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/centre-urbain-nord/56708.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",530 000 DT,S+3 en vente,"Centre Urbain Nord, Centre urbain nord",4 pièces,152 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/aouina/63373.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",695 000 DT,Duplex en vente,Aouina - Aouina 2,6 pièces,304 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/la-marsa/63200.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",440 000 DT,S+1 en vente,La Marsa - Sidi Daoued,2 pièces,65 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/ennasr/62521.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",345 000 DT,S+2 en vente,"Ennasr, Rue mohamed rached al béji",3 pièces,130 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/ennasr/51547.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",740 000 DT,S+3 en vente,"Ennasr, Rue Mehrez Chairat ENNASR (gt) 1100 - Jardins D'Ennasr",5 pièces,211 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/ennasr/62546.html,https://cdn-media.medialabtc.it/tn/agencies/arca3/estates/62546/images/358639/gallery_media.jpeg,450 000 DT,S+3 en vente,"Ennasr, Rue Medinat Kadhimiya",4 pièces,120 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/ennasr/63491.html,https://cdn-media.medialabtc.it/tn/agencies/arca3/estates/63491/images/366464/gallery_media.jpeg,395 000 DT,S+2 en vente,"Ennasr, Rue Mehrez Chairat - Jardins D'Ennasr",3 pièces,115 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/ennasr/63457.html,https://cdn-media.medialabtc.it/tn/agencies/arca3/estates/63457/images/366407/gallery_media.jpeg,1 200 000 DT,Duplex en vente,"Ennasr, Rue Mehrez Chairat - Jardins D'Ennasr",290 m²,290 m²
https://www.tecnocasa.tn/vendre/villa/grand-tunis/la-marsa/58680.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",500 000 DT,Etage de villa en vente,La Marsa,500 m²,500 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/la-marsa/62969.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",365 000 DT,S+2 en vente,La Marsa - Marsa Les Pins,3 pièces,110 m²
https://www.tecnocasa.tn/vendre/villa/grand-tunis/la-soukra/62185.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1 190 000 DT,Villa jumelée en vente,La Soukra - Chotrana,495 m²,495 m²
https://www.tecnocasa.tn/vendre/villa/grand-tunis/el-omrane/63589.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",650 000 DT,Villa individuelle en vente,El Omrane,170 m²,170 m²
https://www.tecnocasa.tn/vendre/villa/grand-tunis/el-omrane/63587.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",395 000 DT,Etage de villa en vente,El Omrane,140 m²,140 m²
https://www.tecnocasa.tn/vendre/appartement/grand-tunis/la-soukra/62467.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",750 000 DT,S+3 en vente,La Soukra - Soukra,4 pièces,121 m²
